"","rule","precision","recall"
"9194","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05824562,0.009150538
"9195","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.05824562,0.009320251
"9196","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.05824562,0.009150538
"9197","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_ST_nok}>",0.05824562,0.009320251
"9198","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.05824562,0.009150538
"9199","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_ST_nok}>",0.05824562,0.009320251
"9200","<{saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_down}>",0.05805869,0.08233824
"9201","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_down,saml.status.channel_CS_down},{saml.status.energy_net1_not_present}>",0.05755494,0.00720333
"9202","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_down,saml.status.channel_CS_down},{saml.status.energy_net1_not_present}>",0.05755494,0.00720333
"9203","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_down,saml.status.channel_CS_down},{saml.status.energy_net1_not_present}>",0.05755494,0.00720333
"9204","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_unknown,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.0575,0.006741863
"9205","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_unknown,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.0575,0.006742842
"9206","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.0575,0.006741863
"9207","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.0575,0.006742842
"9208","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.05719299,0.008028438
"9209","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.energy_generator_running},{saml.status.energy_SAI_line2_nok}>",0.05719299,0.008186504
"9210","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_switch_rack_general_failure}>",0.05714285,0.004225806
"9211","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_ST_nok}>",0.05714285,0.004317111
"9212","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05714285,0.004225806
"9213","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.05714285,0.004317111
"9214","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected},{saml.status.energy_switch_rack_general_failure}>",0.05714285,0.004225806
"9215","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_ST_nok}>",0.05714285,0.004317111
"9216","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05714285,0.004225806
"9217","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.05714285,0.004317111
"9218","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_switch_rack_general_failure}>",0.05714285,0.004225806
"9219","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_ST_nok}>",0.05714285,0.004317111
"9220","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05714285,0.004225806
"9221","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.05714285,0.004317111
"9222","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok},{saml.status.channel_CS_down}>",0.05703704,0.034953704
"9223","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok},{saml.status.channel_CS_down}>",0.05703704,0.034953704
"9224","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_line2_nok},{saml.status.energy_switch_rack_general_failure}>",0.05694444,0.005301075
"9225","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_line2_nok},{saml.status.energy_SAI_ST_nok}>",0.05694444,0.005416012
"9226","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05694444,0.005301075
"9227","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.05694444,0.005416012
"9228","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_switch_rack_general_failure}>",0.05694444,0.005301075
"9229","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_SAI_ST_nok}>",0.05694444,0.005416012
"9230","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05694444,0.005301075
"9231","<{saml.status.channel_B_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.05694444,0.005416012
"9232","<{saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_CS_down}>",0.0567775,0.07314706
"9233","<{saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_down}>",0.0567775,0.07314706
"9234","<{saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present},{saml.status.channel_CS_down}>",0.0567775,0.07314706
"9235","<{saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_down}>",0.0567775,0.07314706
"9236","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.energy_switch_rack_general_failure}>",0.05666667,0.005475806
"9237","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05666667,0.005475806
"9238","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_switch_rack_general_failure}>",0.05666667,0.005475806
"9239","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05666667,0.005475806
"9240","<{saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_CS_down}>",0.05649998,0.07314706
"9241","<{saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_down}>",0.05649998,0.07314706
"9242","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05610389,0.010150538
"9243","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.05610389,0.010150538
"9244","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05610389,0.010150538
"9245","<{saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown},{saml.status.energy_switch_rack_general_failure}>",0.05595238,0.008376344
"9246","<{saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown,saml.status.channel_CS_down},{saml.status.energy_switch_rack_general_failure}>",0.05595238,0.006626344
"9247","<{saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown,saml.status.channel_CS_down},{saml.status.energy_SAI_line2_nok}>",0.05595238,0.006790124
"9248","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown},{saml.status.energy_SAI_ST_nok}>",0.05595238,0.007535321
"9249","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown,saml.status.channel_CS_down},{saml.status.energy_switch_rack_general_failure}>",0.05595238,0.006626344
"9250","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown,saml.status.channel_CS_down},{saml.status.energy_SAI_line2_nok}>",0.05595238,0.006790124
"9251","<{saml.status.channel_A_CS_down,saml.status.energy_net1_disconnected},{saml.status.energy_switch_rack_general_failure}>",0.05595238,0.005475806
"9252","<{saml.status.channel_A_CS_down,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05595238,0.005475806
"9253","<{saml.status.channel_A_CS_down,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_switch_rack_general_failure}>",0.05595238,0.005475806
"9254","<{saml.status.channel_A_CS_down,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05595238,0.005475806
"9255","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown,saml.status.channel_CS_down},{saml.status.energy_switch_rack_general_failure}>",0.05595238,0.006626344
"9256","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown,saml.status.channel_CS_down},{saml.status.energy_SAI_line2_nok}>",0.05595238,0.006790124
"9257","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown,saml.status.channel_CS_down},{saml.status.energy_switch_rack_general_failure}>",0.05595238,0.006626344
"9258","<{saml.status.channel_A_CS_down,saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_down,saml.status.channel_B_CS_unknown,saml.status.channel_CS_down},{saml.status.energy_SAI_line2_nok}>",0.05595238,0.006790124
"9259","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.05586466,0.009150538
"9260","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_ST_nok}>",0.05586466,0.009320251
"9261","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05586466,0.009150538
"9262","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.05586466,0.009320251
"9263","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.05586466,0.009150538
"9264","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_ST_nok}>",0.05586466,0.009320251
"9265","<{saml.status.channel_A_CS_down,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.05541667,0.008028438
"9266","<{saml.status.channel_A_CS_down,saml.status.energy_generator_running},{saml.status.energy_SAI_line2_nok}>",0.05541667,0.008186504
"9267","<{saml.status.channel_B_CS_down,saml.status.energy_net1_disconnected},{saml.status.energy_switch_rack_general_failure}>",0.05535714,0.004225806
"9268","<{saml.status.channel_B_CS_down,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_ST_nok}>",0.05535714,0.004317111
"9269","<{saml.status.channel_B_CS_down,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05535714,0.004225806
"9270","<{saml.status.channel_B_CS_down,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.05535714,0.004317111
"9271","<{saml.status.channel_B_CS_down,saml.status.channel_CS_down},{saml.status.energy_net1_not_present}>",0.05535714,0.00720333
"9272","<{saml.status.channel_B_CS_unknown,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05472049,0.010150538
"9273","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.05472049,0.010150538
"9274","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.05472049,0.010150538
"9275","<{saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_CS_down}>",0.05454483,0.06726471
"9276","<{saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.channel_CS_down}>",0.05454483,0.06726471
"9277","<{saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_net2_disconnected,saml.status.energy_net2_not_present},{saml.status.channel_CS_down}>",0.05454483,0.06726471
